0,深圳
1,广州
2,常州
3,广州
4,青岛
5,广州
6,广州
7,合肥
8,深圳
9,合肥
10,广州
11,南京
12,广州
13,深圳
14,广州
15,杭州
16,汕尾
17,上海
18,上海
19,深圳
20,上海
22,长沙
23,广州
24,济南
25,北京
26,深圳
27,广州
28,广州
29,北京
30,成都
31,南京
32,苏州
33,上海
34,淮安
35,广州
36,深圳
37,武汉
38,上海
39,上海
40,东莞
41,上海
42,广州
43,深圳
44,上海
46,北京
48,成都
49,南京
50,上海
51,合肥
52,苏州
53,北京
54,广州
55,上海
56,常州
57,深圳
58,上海
59,上海
60,南京
61,西安
62,北京
63,深圳
64,杭州
65,深圳
66,广州
67,广州
68,北京
69,深圳
70,深圳
71,南京
72,天津
73,广州
74,苏州
75,武汉
76,上海
77,杭州
78,广州
79,长沙
80,北京
81,重庆
82,郑州
83,广州
84,上海
85,北京
86,北京
87,长沙
88,北京
89,上海
90,绍兴
91,杭州
92,广州
93,昆明
94,广东省
95,福州
96,苏州
97,成都
98,上海
99,北京
100,广州
101,北京
102,广州
103,武汉
104,杭州
105,深圳
106,深圳
107,郑州
108,杭州
109,广州
110,上海
111,南京
112,深圳
113,武汉
114,上海
115,大连
116,昆明
117,上海
118,广州
119,成都
120,台州
121,广州
122,上海
123,上海
124,上海
125,广州
126,杭州
127,重庆
130,郑州
131,武汉
132,深圳
133,深圳
134,上海
135,杭州
136,石家庄
137,广州
138,广州
139,广州
140,石家庄
141,重庆
142,广州
143,深圳
144,福州
145,广州
146,广州
147,合肥
148,上海
149,重庆
150,北京
151,成都
152,沈阳
153,沈阳
154,杭州
155,上海
156,北京
157,郑州
158,南京
159,东莞
160,南通
161,东莞
162,上海
163,南京
164,沈阳
165,昆明
166,广州
167,上海
168,上海
169,成都
170,深圳
171,广州
172,广州
173,杭州
174,广州
175,丹东
176,南昌
177,南京
178,合肥
179,广州
180,上海
181,广州
182,西安
183,苏州
184,苏州
185,杭州
186,佛山
187,珠海
188,佛山
189,广州
190,上海
191,上海
192,佛山
193,北京
194,广州
195,深圳
196,深圳
197,北京
198,深圳
199,杭州
200,东莞
201,珠海
202,北京
203,深圳
204,上海
205,南京
206,北京
